보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태
대명1동66,1,대구광역시 남구 현충로19길 22,대구광역시 남구 대명동 1673-14,35.8415879,128.5787221,2016.0,한전주
대명1동67,1,대구광역시 남구 현충로19길 20,대구광역시 남구 대명동 1673-15,35.84158621,128.5788276,2016.0,한전주
대명1동68,1,대구광역시 남구 현충로19길 32,대구광역시 남구 대명동 1668-32,35.8415879,128.5781198,2016.0,한전주
대명1동69,1,대구광역시 남구 현충로19길 32,대구광역시 남구 대명동 1668-32,35.8415879,128.5781198,2016.0,한전주
대명1동70,1,대구광역시 남구 장전3길 117,대구광역시 남구 대명동 1667-31,35.84172182,128.5778342,2016.0,한전주
대명1동71,1,대구광역시 남구 장전3길 124,대구광역시 남구 대명동 1668-5,35.8420332,128.5781008,2016.0,한전주
대명1동72,1,대구광역시 남구 장전3길 125,대구광역시 남구 대명동 1666-9,35.84215391,128.5778694,2016.0,한전주
대명1동73,1,대구광역시 남구 장전3길 131,대구광역시 남구 대명동 1666-43,35.84236635,128.577911,2016.0,한전주
대명1동74,1,대구광역시 남구 장전3길 136,대구광역시 남구 대명동 1668-11,35.8424928,128.5781064,2017.0,건축물
대명1동75,1,대구광역시 남구 장전1길 29-6,대구광역시 남구 대명동 1654-49,35.84221947,128.5739704,2016.0,건축물
대명1동76,1,대구광역시 남구 현충로23길 42-4,대구광역시 남구 대명동 1664-20,35.843215,128.5777034,2018.0,건축물
대명1동77,1,대구광역시 남구 현충로23길 41,대구광역시 남구 대명동 1665-1,35.84280663,128.5778469,2016.0,한전주
대명1동78,1,대구광역시 남구 현충로23길 30-3,대구광역시 남구 대명동 1669-17,35.84306081,128.5782548,2016.0,한전주
대명1동79,1,대구광역시 남구 현충로23길 36,대구광역시 남구 대명동 1664-22,35.84310928,128.5778573,2016.0,한전주
대명1동80,1,대구광역시 남구 현충로23길 36,대구광역시 남구 대명동 1664-22,35.84310928,128.5778573,2016.0,한전주
대명1동81,1,대구광역시 남구 장전5길 42-23,대구광역시 남구 대명동 1663-21,35.84355614,128.5778662,2016.0,한전주
대명1동82,1,대구광역시 남구 장전3길 158-4,대구광역시 남구 대명동 1669-8,35.84347174,128.5782541,2017.0,한전주
대명1동83,1,대구광역시 남구 장전5길 42-23,대구광역시 남구 대명동 1663-21,35.84355614,128.5778662,2016.0,한전주
대명1동84,1,대구광역시 남구 장전3길 161,대구광역시 남구 대명동 1663-16,35.84385129,128.5779172,2016.0,한전주
대명1동85,1,대구광역시 남구 장전2길 101,대구광역시 남구 대명동 1670-4,35.8437999,128.5785173,2017.0,한전주
대명1동86,1,대구광역시 남구 두류공원로12길 103-2,대구광역시 남구 대명동 619-21,35.84394696,128.5771971,2016.0,한전주
대명1동87,1,대구광역시 남구 두류공원로12길 103-1,대구광역시 남구 대명동 619-15,35.84384204,128.5769554,2016.0,한전주
대명1동88,1,대구광역시 남구 두류공원로12길 103-3,대구광역시 남구 대명동 619-14,35.84395812,128.5769002,2017.0,건축물
대명1동89,1,대구광역시 남구 두류공원로12길 108,대구광역시 남구 대명동 1663-23,35.84373661,128.5773164,2016.0,전용주
대명1동90,1,대구광역시 남구 신주소없음,대구광역시 남구 대명동 1663-25,35.8437269,128.5774888,2016.0,한전주
대명1동91,1,대구광역시 남구 장전5길 42-2,대구광역시 남구 대명동 1664-8,35.8433688,128.5767601,2016.0,한전주
대명1동92,1,대구광역시 남구 장전5길 42-12,대구광역시 남구 대명동 1664-36,35.8434036,128.5772609,2016.0,한전주
대명1동93,1,대구광역시 남구 장전5길 42-18,대구광역시 남구 대명동 1664-3,35.84335125,128.5775478,2016.0,한전주
대명1동94,1,대구광역시 남구 장전5길 39,대구광역시 남구 대명동 1662-66,35.84335055,128.576503,2016.0,한전주
대명1동95,2,대구광역시 남구 현충로23길 50,대구광역시 남구 대명동 1664-13,35.84303616,128.5771121,2016.0,한전주
대명1동96,1,대구광역시 남구 두류공원로16길 22-4,대구광역시 남구 대명동 1224-3,35.84374814,128.5717428,2016.0,한전주
대명1동97,1,대구광역시 남구 현충로23길 48,대구광역시 남구 대명동 1664-14,35.84303436,128.5772493,2016.0,한전주
대명1동98,1,대구광역시 남구 현충로23길 42-2,대구광역시 남구 대명동 1664-21,35.84302861,128.5777053,2016.0,한전주
대명1동99,1,대구광역시 남구 장전5길 27,대구광역시 남구 대명동 1660-45,35.84274182,128.5764688,2016.0,한전주
대명1동100,1,대구광역시 남구 장전5길 18,대구광역시 남구 대명동 1666-5,35.84233095,128.5767396,2016.0,한전주
대명1동101,1,대구광역시 남구 장전4길 32-2,대구광역시 남구 대명동 1666-21,35.84237192,128.576913,2016.0,한전주
대명1동102,1,대구광역시 남구 장전4길 38-2,대구광역시 남구 대명동 1666-30,35.84237152,128.5772185,2016.0,한전주
대명1동103,1,대구광역시 남구 장전4길 42-2,대구광역시 남구 대명동 1666-25,35.84236774,128.5775062,2016.0,한전주
대명1동104,1,대구광역시 남구 장전5길 10-14,대구광역시 남구 대명동 1667-6,35.84188282,128.577377,2016.0,한전주
대명1동105,1,대구광역시 남구 장전5길 10-8,대구광역시 남구 대명동 1667-5,35.8418859,128.5771425,2016.0,한전주
대명1동106,1,대구광역시 남구 장전5길 10-2,대구광역시 남구 대명동 1667-1,35.84191286,128.5766989,2016.0,한전주
대명1동107,1,대구광역시 남구 장전5길 2-2,대구광역시 남구 대명동 1667-12,35.8415831,128.5766764,2016.0,한전주
대명1동108,1,대구광역시 남구 현충로19길 56,대구광역시 남구 대명동 1667-11,35.84159504,128.5767825,2016.0,한전주
대명1동109,1,대구광역시 남구 현충로19길 48-2,대구광역시 남구 대명동 1667-21,35.8415797,128.577367,2016.0,한전주
대명1동110,1,대구광역시 남구 현충로19길 48-4,대구광역시 남구 대명동 1667-20,35.84174233,128.5774005,2016.0,한전주
대명1동111,1,대구광역시 남구 현충로19길 42-4,대구광역시 남구 대명동 1667-33,35.84170827,128.5775302,2016.0,한전주
대명1동112,1,대구광역시 남구 현충로19길 40,대구광역시 남구 대명동 1667-30,35.841599,128.5776729,2016.0,한전주
대명1동113,1,대구광역시 남구 장전5길 5,대구광역시 남구 대명동 1659-23,35.84181876,128.5765066,2016.0,한전주
대명1동114,1,대구광역시 남구 장전5길 11,대구광역시 남구 대명동 1659-21,35.842053,128.5765117,2016.0,한전주
대명1동115,1,대구광역시 남구 장전4길 20-2,대구광역시 남구 대명동 1659-17,35.84238488,128.5762005,2016.0,한전주
대명1동116,1,대구광역시 남구 장전4길 14,대구광역시 남구 대명동 1659-7,35.84234523,128.5759253,2016.0,한전주
대명1동117,1,대구광역시 남구 장전4길 12,대구광역시 남구 대명동 1659-41,35.84236877,128.5757796,2016.0,한전주
대명1동118,1,대구광역시 남구 장전4길 1,대구광역시 남구 대명동 1660-39,35.84257353,128.57531,2017.0,건축물
대명1동119,1,대구광역시 남구 현충로23길 66-2,대구광역시 남구 대명동 1662-43,35.84303232,128.5763063,2016.0,한전주
대명1동120,1,대구광역시 남구 현충로23길 65-2,대구광역시 남구 대명동 1660-20,35.84285062,128.5761433,2016.0,한전주
대명1동121,1,대구광역시 남구 현충로23길 71-3,대구광역시 남구 대명동 1660-24,35.84274815,128.5759864,2016.0,건축물
대명1동122,1,대구광역시 남구 현충로23길 78-2,대구광역시 남구 대명동 1662-36,35.84305074,128.5757267,2016.0,한전주
대명1동123,1,대구광역시 남구 현충로23길 75-2,대구광역시 남구 대명동 1660-28,35.84285393,128.5756166,2017.0,건축물
대명1동124,1,대구광역시 남구 현충로23길 78-1,대구광역시 남구 대명동 1662-40,35.84305323,128.5755364,2016.0,한전주
대명1동125,1,대구광역시 남구 현충로23길 84-2,대구광역시 남구 대명동 1662-18,35.84304445,128.5753813,2016.0,한전주
대명1동126,1,대구광역시 남구 현충로23길 84-1,대구광역시 남구 대명동 1662-22,35.84303974,128.5752157,2016.0,한전주
대명1동127,1,대구광역시 남구 현충로23길 92,대구광역시 남구 대명동 1662-33,35.84305304,128.5747262,2016.0,한전주
대명1동128,1,대구광역시 남구 현충로23길 94,대구광역시 남구 대명동 1662-25,35.84303345,128.5745709,2016.0,한전주
대명1동129,1,대구광역시 남구 현충로19길 109-1,대구광역시 남구 대명동 1656-1,35.84281106,128.5744868,2016.0,한전주
대명1동130,1,대구광역시 남구 현충로19길 101-4,대구광역시 남구 대명동 1656-19,35.84258206,128.5746328,2016.0,한전주
대명1동131,1,대구광역시 남구 현충로19길 93-1,대구광역시 남구 대명동 1656-10,35.8423848,128.575107,2016.0,한전주
대명1동132,1,대구광역시 남구 현충로19길 115-2,대구광역시 남구 대명동 1655-51,35.84308673,128.5740806,2016.0,한전주
대명1동133,1,대구광역시 남구 현충로19길 110-3,대구광역시 남구 대명동 1662-26,35.84316504,128.5744318,2016.0,한전주
대명1동134,1,대구광역시 남구 두류공원로12길 64,대구광역시 남구 대명동 1662-23,35.84325229,128.574925,2016.0,한전주
대명1동135,2,대구광역시 남구 두류공원로12길 72,대구광역시 남구 대명동 1662-5,35.84328956,128.5754003,2016.0,한전주
대명1동136,1,대구광역시 남구 현충로23길 78-5,대구광역시 남구 대명동 1662-50,35.84325509,128.575536,2016.0,한전주
대명1동137,1,대구광역시 남구 두류공원로12길 82-1,대구광역시 남구 대명동 1662-58,35.84338547,128.5760388,2016.0,한전주
대명1동138,1,대구광역시 남구 두류공원로12길 88-6,대구광역시 남구 대명동 1662-63,35.8432683,128.5761782,2017.0,건축물
대명1동139,1,대구광역시 남구 두류공원로12길 88-1,대구광역시 남구 대명동 1662-55,35.84344267,128.5763498,2016.0,한전주
대명1동140,1,대구광역시 남구 장전1길 134-4,대구광역시 남구 대명동 781-14,35.83995155,128.5781401,2016.0,한전주
대명1동141,1,대구광역시 남구 장전1길 130,대구광역시 남구 대명동 781-6,35.84004257,128.5781066,2016.0,한전주
대명1동142,1,대구광역시 남구 장전1길 136,대구광역시 남구 대명동 785-1,35.84015475,128.5783123,2016.0,한전주
대명1동143,2,대구광역시 남구 장전1길 144-2,대구광역시 남구 대명동 785-9,35.84028814,128.578585,2016.0,한전주
대명1동144,1,대구광역시 남구 장전1길 152-2,대구광역시 남구 대명동 785-12,35.84047413,128.5789694,2016.0,한전주
대명1동145,1,대구광역시 남구 장전1길 154,대구광역시 남구 대명동 787-7,35.84063937,128.5793098,2016.0,한전주
대명1동146,1,대구광역시 남구 장전1길 160,대구광역시 남구 대명동 787-14,35.8409014,128.5793585,2016.0,한전주
대명1동147,1,대구광역시 남구 장전1길 166,대구광역시 남구 대명동 787-2,35.84115737,128.5793681,2016.0,한전주
대명1동148,1,대구광역시 남구 장전1길 170,대구광역시 남구 대명동 787-12,35.84127716,128.5793041,2016.0,한전주
대명1동149,1,대구광역시 남구 장전2길 48,대구광역시 남구 대명동 790-2,35.84137173,128.5787108,2016.0,한전주
대명1동150,1,대구광역시 남구 장전2길 42-1,대구광역시 남구 대명동 790-4,35.84121684,128.5787086,2016.0,한전주
대명1동151,1,대구광역시 남구 장전2길 36-4,대구광역시 남구 대명동 790-14,35.84072482,128.5785449,2017.0,건축물
대명1동152,1,대구광역시 남구 장전2길 36-2,대구광역시 남구 대명동 790-13,35.84081945,128.578476,2016.0,한전주
대명1동153,1,대구광역시 남구 장전2길 29,대구광역시 남구 대명동 793-11,35.8408824,128.5781005,2016.0,한전주
대명1동154,1,대구광역시 남구 장전2길 19,대구광역시 남구 대명동 793-5,35.84066472,128.5776318,2016.0,한전주
대명1동155,1,대구광역시 남구 장전2길 22-2,대구광역시 남구 대명동 792-1,35.84045751,128.5777649,2016.0,한전주
대명1동156,1,대구광역시 남구 장전2길 22-6,대구광역시 남구 대명동 792-2,35.84028279,128.5779323,2016.0,한전주
대명1동157,1,대구광역시 남구 장전2길 13-2,대구광역시 남구 대명동 795-1,35.84050517,128.5774294,2016.0,한전주
대명1동158,1,대구광역시 남구 장전2길 15,대구광역시 남구 대명동 795-2,35.84061706,128.5774184,2017.0,건축물
대명1동159,1,대구광역시 남구 장전2길 15,대구광역시 남구 대명동 795-2,35.84061706,128.5774184,2016.0,한전주
대명1동160,1,대구광역시 남구 장전2길 1,대구광역시 남구 대명동 795-7,35.8402206,128.576866,2016.0,한전주
대명1동161,1,대구광역시 남구 장전3길 84-1,대구광역시 남구 대명동 796-3,35.84061665,128.5769004,2016.0,한전주
대명1동162,1,대구광역시 남구 장전3길 86,대구광역시 남구 대명동 796-2,35.84061851,128.5770333,2016.0,한전주
대명1동163,1,대구광역시 남구 장전3길 96,대구광역시 남구 대명동 794-24,35.84089768,128.5774593,2016.0,한전주
대명1동164,1,대구광역시 남구 장전3길 90-1,대구광역시 남구 대명동 796-1,35.8408098,128.5773041,2017.0,한전주
대명1동165,1,대구광역시 남구 장전3길 104-2,대구광역시 남구 대명동 794-2,35.84103439,128.5777542,2016.0,한전주
대명1동166,1,대구광역시 남구 장전3길 110,대구광역시 남구 대명동 794-1,35.84138627,128.5781331,2016.0,한전주
대명1동167,1,대구광역시 남구 현충로19길 29,대구광역시 남구 대명동 794-13,35.84111541,128.578172,2017.0,건축물
대명1동168,1,대구광역시 남구 장전1길 108,대구광역시 남구 대명동 780-4,35.83980676,128.5768135,2016.0,한전주
대명1동169,1,대구광역시 남구 장전1길 111,대구광역시 남구 대명동 792-27,35.83985907,128.5772219,2016.0,한전주
대명1동170,1,대구광역시 남구 장전1길 122,대구광역시 남구 대명동 781-7,35.83978578,128.5775878,2016.0,한전주
대명1동171,1,대구광역시 남구 장전1길 124,대구광역시 남구 대명동 781-1,35.83986302,128.5777443,2016.0,한전주
대명1동172,1,대구광역시 남구 장전1길 128,대구광역시 남구 대명동 781-3,35.83994736,128.5779098,2016.0,한전주
대명1동173,1,대구광역시 남구 장전1길 104-3,대구광역시 남구 대명동 780-11,35.83982326,128.5766545,2016.0,한전주
대명1동174,1,대구광역시 남구 장전1길 95,대구광역시 남구 대명동 803-2,35.8404225,128.5766026,2016.0,한전주
대명1동175,1,대구광역시 남구 장전1길 95,대구광역시 남구 대명동 803-2,35.8404225,128.5766026,2016.0,한전주
대명1동176,1,대구광역시 남구 장전1길 89-1,대구광역시 남구 대명동 803-10,35.84056852,128.5761734,2016.0,한전주
대명1동177,1,대구광역시 남구 장전1길 81-1,대구광역시 남구 대명동 803-5,35.84078903,128.5758502,2016.0,한전주
대명1동178,1,대구광역시 남구 장전1길 75,대구광역시 남구 대명동 801-8,35.8409319,128.5757022,2016.0,한전주
대명1동179,1,대구광역시 남구 장전1길 69-1,대구광역시 남구 대명동 1654-23,35.84114201,128.5753215,2016.0,한전주
대명1동180,1,대구광역시 남구 장전1길 70-3,대구광역시 남구 대명동 806-12,35.84077868,128.5752656,2016.0,한전주
대명1동181,1,대구광역시 남구 장전1길 63,대구광역시 남구 대명동 1654-45,35.84130347,128.5751034,2016.0,한전주
대명1동182,1,대구광역시 남구 장전1길 55,대구광역시 남구 대명동 1654-28,35.84146906,128.5748454,2016.0,한전주
대명1동183,1,대구광역시 남구 장전1길 51,대구광역시 남구 대명동 1654-25,35.84157565,128.5746882,2016.0,한전주
대명1동184,1,대구광역시 남구 장전1길 45,대구광역시 남구 대명동 1654-11,35.84179838,128.5744712,2016.0,한전주
대명1동185,1,대구광역시 남구 장전1길 41,대구광역시 남구 대명동 1654-33,35.8418832,128.5742388,2016.0,한전주
대명1동186,1,대구광역시 남구 장전1길 37-1,대구광역시 남구 대명동 1654-64,35.84206434,128.5739807,2016.0,한전주
대명1동187,1,대구광역시 남구 장전1길 37-6,대구광역시 남구 대명동 1654-8,35.84215994,128.5743325,2016.0,한전주
대명1동188,1,대구광역시 남구 장전1길 30-12,대구광역시 남구 대명동 1651-24,35.84197957,128.5733273,2016.0,한전주
대명1동189,1,대구광역시 남구 장전1길 25,대구광역시 남구 대명동 1655-34,35.8422981,128.5736049,2016.0,한전주
대명1동190,1,대구광역시 남구 장전1길 21,대구광역시 남구 대명동 1655-6,35.84254424,128.5734178,2016.0,한전주
대명1동191,1,대구광역시 남구 장전1길 11-2,대구광역시 남구 대명동 1655-60,35.8427821,128.5730852,2017.0,한전주
대명1동192,1,대구광역시 남구 장전1길 10-2,대구광역시 남구 대명동 1650-6,35.84274183,128.5726172,2016.0,한전주
대명1동193,1,대구광역시 남구 장전1길 3,대구광역시 남구 대명동 1655-19,35.84297944,128.5726396,2016.0,한전주
대명1동194,1,대구광역시 남구 장전1길 2,대구광역시 남구 대명동 1650-1,35.84292189,128.5723552,2016.0,한전주
대명1동195,1,대구광역시 남구 두류공원로 58,대구광역시 남구 대명동 1649-8,35.84280282,128.5718127,2016.0,한전주
대명1동196,1,대구광역시 남구 두류공원로12길 6-3,대구광역시 남구 대명동 1650-17,35.84264493,128.5723098,2017.0,건축물
대명1동197,1,대구광역시 남구 장전1길 33,대구광역시 남구 대명동 1654-64,35.8421528,128.5738423,2017.0,건축물
대명1동198,1,대구광역시 남구 두류공원로12길 26,대구광역시 남구 대명동 1655-11,35.84298003,128.5728698,2016.0,한전주
대명1동199,2,대구광역시 남구 장전3길 3,대구광역시 남구 대명동 1655-35,35.8430258,128.5735038,2016.0,한전주
대명1동200,1,대구광역시 남구 장전3길 5,대구광역시 남구 대명동 1655-56,35.84295919,128.5736353,2016.0,한전주
대명1동201,1,대구광역시 남구 현충로19길 109-8,대구광역시 남구 대명동 1655-27,35.84268731,128.5740284,2016.0,한전주
대명1동202,1,대구광역시 남구 장전1길 206,대구광역시 남구 대명동 1677-24,35.8429889,128.579338,2016.0,한전주
대명1동203,1,대구광역시 남구 장전1길 29-4,대구광역시 남구 대명동 1654-43,35.84226753,128.5738784,2016.0,한전주
대명1동204,1,대구광역시 남구 장전3길 21,대구광역시 남구 대명동 1656-15,35.84252555,128.5742687,2016.0,한전주
대명1동205,1,대구광역시 남구 장전3길 29-3,대구광역시 남구 대명동 1656-8,35.84236991,128.5745932,2016.0,한전주
대명1동206,1,대구광역시 남구 장전3길 43-1,대구광역시 남구 대명동 1657-19,35.84192656,128.5751422,2016.0,한전주
대명1동207,1,대구광역시 남구 장전3길 49-3,대구광역시 남구 대명동 1657-9,35.84182089,128.5755032,2016.0,한전주
대명1동208,1,대구광역시 남구 장전1길 69-4,대구광역시 남구 대명동 801-2,35.84104855,128.5755764,2016.0,한전주
대명1동209,1,대구광역시 남구 장전3길 59,대구광역시 남구 대명동 800-18,35.8414191,128.5759723,2016.0,한전주
대명1동210,1,대구광역시 남구 장전3길 67-1,대구광역시 남구 대명동 800-9,35.84125722,128.5761561,2016.0,한전주
대명1동211,1,대구광역시 남구 장전3길 75-1,대구광역시 남구 대명동 800-14,35.84100038,128.5765007,2016.0,한전주
대명1동212,1,대구광역시 남구 장전3길 77-2,대구광역시 남구 대명동 800-19,35.84079875,128.5767579,2016.0,한전주
대명1동213,1,대구광역시 남구 현충로19길 59-18,대구광역시 남구 대명동 799-9,35.84104322,128.5771121,2016.0,한전주
대명1동214,1,대구광역시 남구 현충로19길 59-8,대구광역시 남구 대명동 799-3,35.84123206,128.5767001,2016.0,한전주
대명1동215,1,대구광역시 남구 현충로19길 63,대구광역시 남구 대명동 799-15,35.84155848,128.5762727,2016.0,한전주
대명1동216,1,대구광역시 남구 현충로19길 67,대구광역시 남구 대명동 799-7,35.84163939,128.5761504,2016.0,한전주
대명1동217,1,대구광역시 남구 현충로19길 67,대구광역시 남구 대명동 799-7,35.84163939,128.5761504,2016.0,한전주
